coalesce,coalesce,coalesce,case,coalesce,coalesce
fa5987b6-4b6f-41dd-9609-fb291acda5b8,public-client-id,Open Story Client,1,2026-04-19 18:03:33.997000,2026-04-19 18:03:33.997000
