coalesce,coalesce,coalesce,coalesce,case,coalesce,coalesce
3da5a5ec-8209-4e79-8d43-22a7e20510b6,teto_home_story_bar,TETO HOME,Anasayfada yer alan storybar'ımız,1,2026-04-19 18:10:36.889000,2026-05-09 16:28:24.052000
